Publication_Day,Publication_Month,Publication_Year,DOI,Primary_Topic_Field,Primary_Topic_Subfield,Corresponding_Author_Country,First_Author_Country,Data_Section_Text_Generated,Data_Generated,Data_Shared,Data_Location,DA_data,Accessions,URL_data,Repositories_data,Data_DOIs,Preprint_Match,Preprint_DOI,Preprint_Day,Preprint_Month,Preprint_Year,Preprint_URL,Preprint_Server,Code_Section_Text_Generated,Code_Generated,Code_Shared,Code_Location,Protocol_Shared,n_protocols,Protocol_Location,Protocol_Source,Protocol_URL,has_common_authors,Registration_Shared,Registries,Registration_Number,Registration,Mention_Number,Registration_Section_Reported,Registration_Detected_As,Quarter,source,Discipiline,combined_id,author_position,is_corresponding,publication_year,funders,nserc_top_year_5yr,nserc_top_award_5yr,nserc_top_z_5yr,nserc_top_year_all,n_awards_nserc,nserc_top_award_all,nserc_top_z_all
25,1,2019,10.1371/journal.pone.0210241,"Business, Management and Accounting",Strategy and Management,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q1,PLOS,NA,katrina_nakamura_abilityfound,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
23,8,2022,10.1371/journal.pntd.0010334,Medicine,"Public Health, Environmental and Occupational Health",Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","The data used in this study are secondary data and are publicly available. The data on dengue, chikungunya and Zika cases can be downloaded at the SIVIGILA website (http://portalsivigila.ins.gov.co/Paginas/Buscador.aspx). Data can be found by disease and by year at the SIVIGILA website, and it may be necessary to provide an email address to download the data. Population data can be downloaded at the National Administrative Department of Statistics of Colombia website (https://www.dane.gov.co/). The processed data used for the analyses are available at https://github.com/laispfreitas/Colombia_DZC_satscan_velocity.",NA,"https://www.dane.gov.co/, http://portalsivigila.ins.gov.co/Paginas/Buscador.aspx, https://gadm.org/, https://www.diva-gis.org/gdata, https://github.com/laispfreitas/Colombia_DZC_satscan_velocity",Github,NA,TRUE,10.1101/2022.03.17.22272536,20,3,2022,http://medrxiv.org/lookup/doi/10.1101/2022.03.17.22272536,medRxiv,Method,TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,PLOS,NA,lais_freitas_institutnationaldesantepubliqueduquebec,first,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
30,8,2023,10.1371/journal.pone.0283711,Mathematics,Modeling and Simulation,Canada,Canada,Method,TRUE,FALSE,NA,"The data underlying this article cannot be shared publicly due for the privacy of the individuals that were involved in this study. Part of the ethics approval to access this data regards keeping the confidential medical records of ED users secure. We cannot share this administrative data, but it is possible for others to access after completing the ethics process from the health authority. To initiate the standardized process of requesting this data, contact research services at Horizon Health at ResearchServices@HorizonNB.ca.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q3,PLOS,NA,k_ross_saintjohnregionalhospital,first,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
21,3,2019,10.1371/journal.pone.0213790,Neuroscience,Cognitive Neuroscience,Canada,Canada,Method,TRUE,TRUE,Online,Summary data files for all relevant data are available from the Harvard Dataverse repository (https://dataverse.harvard.edu/) (DOI:10.7910/DVN/KLQ7UG).,NA,https://dataverse.harvard.edu/,Harvard Dataverse,10.7910/DVN/KLQ7UG,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q1,PLOS,NA,dana_maslovat_universityofbritishcolumbia,middle,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
5,10,2018,10.1371/journal.pone.0205036,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the paper.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q4,PLOS,NA,keith_poole_queensuniversity,last,TRUE,2018,,NA,NA,NA,NA,NA,NA,NA
6,10,2022,10.1371/journal.pone.0275119,Computer Science,Human-Computer Interaction,Canada,Canada,Method,TRUE,TRUE,Online,Data is available on the Federated Research Data Repository (FRDR) at the following https://doi.org/10.20383/102.0539.,NA,https://doi.org/10.20383/102.0539,NA,10.20383/102.0539,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q4,PLOS,NA,mark_blair_simonfraseruniversity,last,TRUE,2022,,NA,NA,NA,2013,1,25000,-0.7953828981704865
6,10,2021,10.1371/journal.pone.0258208,Medicine,Surgery,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Yes,1,Collection,Springer Protocols,10.1007/978-1-59745-157-4_4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2021 Q4,PLOS,NA,xian_li_zhejianguniversity,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
11,10,2024,10.1371/journal.pone.0311852,Social Sciences,Health,Canada,Canada,Method,TRUE,FALSE,NA,"As this study was qualitative in nature, our research data consist of in-depth interview transcripts with each of our study participants. These transcripts contain potentially identifying or sensitive personal information and, when agreeing to participate in the study, our participants did not consent to the sharing of these transcripts beyond the research team. As such, these data cannot be made available. For questions about data availability, please contact the University of Toronto Research Ethics office at 416-946-3273 or ethics.review@utoronto.ca.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q4,PLOS,NA,amy_moore_wilfridlaurieruniversity,middle,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
14,3,2023,10.1371/journal.pone.0282857,Health Professions,General Health Professions,Canada,Canada,Method,TRUE,FALSE,NA,"Ethical restrictions prohibit the authors from making the raw data (full interview transcripts) publicly available as they contain potentially identifying or sensitive participant information. However, all relevant data have been presented within the paper and are fully sufficient to replicate the study findings.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,hilary_seligman_sanfranciscogeneralhospital,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
6,1,2023,10.1371/journal.pone.0280215,Psychology,Clinical Psychology,Canada,Canada,Method,TRUE,TRUE,Online,The data is available from OSF at https://osf.io/u6yxf/.,NA,https://osf.io/u6yxf/,Open Science Framework,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,anthony_ruocco_universityoftoronto,last,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
27,1,2022,10.1371/journal.pone.0261705,Medicine,Infectious Diseases,Canada,Canada,Method,TRUE,TRUE,Online,These data are personal medical records of British Columbians and cannot be made publicly available for ethical and legal reasons. Requests for access to these data can be made to the BC Centre for Disease Control. The process for making such a request is outlined on their website: http://www.bccdc.ca/about/accountability/data-access-requests.,NA,http://www.bccdc.ca/about/accountability/data-access-requests,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q1,PLOS,NA,david_moore_aidsvancouver,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
30,1,2020,10.1371/journal.pntd.0007901,Immunology and Microbiology,Parasitology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,Data are available as Supporting Information Data to this manuscript.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q1,PLOS,NA,antonio_montresor_worldhealthorganization,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
20,12,2019,10.1371/journal.pone.0226715,Medicine,"Radiology, Nuclear Medicine and Imaging",Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","All simulated data are available without restriction. The simulated DWI data used in this study were obtained from https://www.nitrc.org/projects/diffusionsim/ in the following files: Package: Diffusion simulations - eddy currents + motion: SimulationFiles.zip. Imaging data for one subject was obtained from the Human Connectome Project which is available without restriction. All other human data are available from a third party: the Ontario Brain Institute (OBI). Access to this data is managed by the OBI and the Ontario Neurodegenerative Disease Research Initiative (ONDRI). The process for gaining access to the data for eligible researchers is described in the Brain-CODE governance policy https://www.braincode.ca/content/about-brain-code. For more information please refer to this website: https://ondri.ca/. For all data obtained from ONDRI, we have included a listing of all subject ID numbers and scan dates (S1 Table provided in Support Information) used in the current manuscript. These ID numbers could be used to identify the data used in the current study within the ONDRI database.",NA,"https://www.braincode.ca/content/about-brain-code, https://ondri.ca/, https://www.nitrc.org/projects/diffusionsim/",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"DA,Method,Supplementary",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q4,PLOS,NA,seyyed_haddad_universityofwesternontario,first,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
22,3,2023,10.1371/journal.pone.0283138,"Business, Management and Accounting",Accounting,Canada,Canada,NA,FALSE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Supplementary,Fulltext",TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,ashok_kumar_universityofottawa,middle,TRUE,2023,,NA,NA,NA,2007,1,31000,-0.2424613529093315
28,4,2023,10.1371/journal.pone.0285226,"Economics, Econometrics and Finance",Finance,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Yes,1,Journal,MethodsX,10.1016/j.mex.2020.101091,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2023 Q2,PLOS,NA,sabine_salameh_americanuniversityofbeirut,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
3,8,2021,10.1371/journal.pone.0255251,Psychology,Clinical Psychology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,"This was an anonymous survey, and confidentiality of data was ensured. Data cannot be shared publicly because of the confidential information. The de-identified data are available for researchers who meet the criterial for access to confidential data. Requests for the de-identified data should be sent to Dr. Xianyou Chen, from the Ethical Committee of Shantou Longhu People’s Hospital, Shantou, Guangdong, China Email: 546645316@qq.com.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q3,PLOS,NA,jian_chen_shantouuniversity,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
6,2,2019,10.1371/journal.pone.0211032,Medicine,Cardiology and Cardiovascular Medicine,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2019 Q1,PLOS,NA,natasha_wiebe_universityofalberta,middle,TRUE,2019,,NA,NA,NA,NA,NA,NA,NA
13,7,2022,10.1371/journal.pone.0270546,"Economics, Econometrics and Finance",Economics and Econometrics,Canada,Canada,Fulltext,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,PLOS,NA,michael_johnson_simonfraseruniversity,first,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
1,7,2021,10.1186/s12917-021-02940-8,Agricultural and Biological Sciences,Animal Science and Zoology,Canada,Canada,Method,TRUE,FALSE,NA,availability of data and materials the datasets used and analysed during the current study are available from the corresponding author upon reasonable request.,NA,NA,NA,NA,TRUE,10.48550/arxiv.2105.08801,1,5,2021,https://arxiv.org/abs/2105.08801,ArXiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q3,Comparator,"Heat-Shock Response', 'Immunity', 'Leukocytes, Mononuclear'",alexandra_livernois_universityofguelph,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
3,1,2018,10.1371/journal.pone.0189634,Medicine,"Radiology, Nuclear Medicine and Imaging",Canada,Canada,Method,TRUE,FALSE,NA,"Data used in this study are available from the Sunnybrook Research Institute Research Ethics Board approved study 'Pilot Investigation of Ultrasound Imaging and Spectroscopy and Ultrasound Imaging of Vascular Blood Flow as Early Indicators of Locally-Advanced Breast Cancer Response to Neoadjuvant Treatment'. Since this is patient data, the authors are legally bound to keep it confidential. Data can be made available upon request and review by Institutional Review Board (IRB). Data requests may be sent to Dr. Michael Julius, Vice-president, Research, Sunnybrook Research Institute (michael.julius@sri.utoronto.ca).",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,CT.gov,1,NCT00437879,1,ack,text,2018 Q1,PLOS,NA,lakshmanan_sannachi_universityoftoronto,first,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
31,3,2022,10.1371/journal.pone.0266142,Medicine,"Public Health, Environmental and Occupational Health",Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,PROSPERO,1,CRD42021256212,2,abstract;methods,text,2022 Q1,PLOS,NA,dimitra_panagiotoglou_mcgilluniversity,last,TRUE,2022,,NA,NA,NA,NA,NA,NA,NA
29,10,2020,10.1371/journal.pone.0240903,Decision Sciences,"Statistics, Probability and Uncertainty",Canada,Canada,Method,TRUE,FALSE,NA,Data sharing is restricted by the University of Toronto Institutional Review Board for privacy and confidentiality reasons. Data can be shared upon request directed to oise.cihe@utoronto.ca.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2020 Q4,PLOS,NA,nadiia_kachynska_universityoftoronto,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
14,8,2020,10.1371/journal.pmed.1003281,"Biochemistry, Genetics and Molecular Biology",Biophysics,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information",All Raman spectra files are available from the Dryad Digital Repository database (doi:10.5061/dryad.cjsxksn3p).,NA,NA,Dryad Digital Repository,10.5061/dryad.cjsxksn3p,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,Online,Yes,1,Journal,Nature Protocols,10.1038/nprot.2016.036,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2020 Q3,PLOS,NA,bernard_tetu_centrehospitalieruniversitairedequebec,middle,FALSE,2020,,NA,NA,NA,NA,NA,NA,NA
26,7,2022,10.1371/journal.pone.0272021,Health Professions,Emergency Medical Services,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,PLOS,NA,philippe_jouvet_centrehospitalieruniversitairesaintejustine,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
20,1,2023,10.1371/journal.pone.0280435,Engineering,Automotive Engineering,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,emma_waddington_mcmasteruniversity,first,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
2,9,2025,10.1371/journal.pbio.3003365,"Biochemistry, Genetics and Molecular Biology",Cell Biology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting information files.,NA,NA,NA,NA,TRUE,10.1101/2024.09.24.614639,24,9,2024,http://biorxiv.org/lookup/doi/10.1101/2024.09.24.614639,bioRxiv,NA,FALSE,FALSE,NA,Yes,1,Journal,Nature Protocols,10.1038/nprot.2007.514,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2025 Q3,PLOS,NA,joshua_bloomekatz_universityofmississippi,middle,TRUE,2025,,NA,NA,NA,NA,NA,NA,NA
11,12,2023,10.1371/journal.pdig.0000371,Medicine,Epidemiology,Canada,Canada,Method,TRUE,FALSE,NA,Data leading to this study findings is available without restriction within the manuscript and in our supplementary files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q4,PLOS,NA,sahr_wali_universityoftoronto,first,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
2,1,2024,10.1371/journal.pone.0296452,Computer Science,Signal Processing,Canada,Canada,Fulltext,TRUE,TRUE,Online,All recordings and ground truth data are found at this link: https://doi.org/10.5281/zenodo.8172587.,NA,https://doi.org/10.5281/zenodo.8172587,Zenodo,10.5281/zenodo.8172587,TRUE,10.48550/arxiv.2307.12129,1,7,2023,https://arxiv.org/abs/2307.12129,ArXiv,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q1,PLOS,NA,ewen_macdonald_universityofwaterloo,last,FALSE,2024,,2021,28000,-0.7218155692086793,2021,1,28000,-0.7218155692086793
17,6,2019,10.1371/journal.pone.0206781,Agricultural and Biological Sciences,Plant Science,Canada,Canada,Method,TRUE,FALSE,NA,All relevant data are within the manuscript and its Supporting Information files.,NA,NA,NA,NA,TRUE,10.1101/449991,22,10,2018,http://biorxiv.org/lookup/doi/10.1101/449991,bioRxiv,NA,FALSE,FALSE,NA,Yes,1,Journal,Nature Protocols,10.1038/nprot.2008.5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2019 Q2,PLOS,NA,stephanie_brumwell_universityofwesternontario,first,FALSE,2019,,NA,NA,NA,NA,NA,NA,NA
5,9,2018,10.1371/journal.pone.0201091,Medicine,Infectious Diseases,Canada,Canada,Method,TRUE,FALSE,NA,"There are ethical and legal restrictions that prevent us from sharing our set of qualitative data. Indeed, even if we anonymized or de-identified information in interviews transcribed verbatim, some sensitive information contained in the transcripts may allows readers to recognize some participants or to have access to personal information of patients. Moreover, our consent forms clearly stated that only members of the research team would have access to the transcripts of interviews. If qualified researchers may need access to excerpts of transcriptions, they can contact the corresponding author Christine Loignon at Christine.Loignon@USherbrooke.ca.",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q3,PLOS,NA,rob_fowler_sunnybrookhealthsciencecentre,middle,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
17,5,2024,10.1371/journal.pone.0300397,Medicine,Pulmonary and Respiratory Medicine,Canada,Canada,Method,TRUE,TRUE,Online,"All relevant data are within the paper and data are available for sharing. To do so, researchers can visit https://cube-ontario.github.io/.",NA,https://cube-ontario.github.io/,NA,NA,TRUE,10.1101/2023.03.03.23286750,5,3,2023,http://medrxiv.org/lookup/doi/10.1101/2023.03.03.23286750,medRxiv,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2024 Q2,PLOS,NA,derek_macfadden_ottawahospital,last,TRUE,2024,,NA,NA,NA,NA,NA,NA,NA
28,9,2021,10.1371/journal.pmed.1003701,Medicine,"Pediatrics, Perinatology and Child Health",Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the manuscript and its Supporting information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,No,NA,NA,NA,NA,NA,TRUE,"ISRCTN,PACTR",2,"ISRCTN69800930,PACTR201103000280319",2,methods,text,2021 Q3,PLOS,NA,andrea_weckman_universityoftoronto,first,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
10,1,2018,10.1038/s41598-017-18437-0,Agricultural and Biological Sciences,Plant Science,Canada,Canada,Method,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,Method,TRUE,FALSE,NA,Yes,1,Collection,Springer Protocols,10.1007/978-1-4939-2620-6_24,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2018 Q1,Comparator,"Hemiptera', 'Phytoplasma', 'Plant Diseases', 'Reproduction', 'Temperature'",md_bahar_agricultureandagrifoodcanada,first,TRUE,2018,,NA,NA,NA,NA,NA,NA,NA
22,5,2023,10.1371/journal.pgen.1010753,Neuroscience,Cellular and Molecular Neuroscience,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","No datasets were generated during the current study. snRNAseq dataset analyzed in this paper is published in Li et al., doi:10.1126/science.abk2432 [79] and available at the Nextflow pipelines (VSN, https://github.com/vib-singlecell-nf), the availability of raw and processed datasets for users to explore, and the development of a crowd-annotation platform with voting, comments, and references through SCope (https://flycellatlas.org/scope), linked to an online analysis platform in ASAP (https://asap.epfl.ch/fca). The mating duration and offspring data are available in the S1 and S2 Raw Data Files.",NA,"https://asap.epfl.ch/fca, https://flycellatlas.org/scope, https://github.com/vib-singlecell-nf",Github,10.1126/science.abk2432,TRUE,10.1101/2022.09.23.509131,24,9,2022,http://biorxiv.org/lookup/doi/10.1101/2022.09.23.509131,bioRxiv,Method,TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q2,PLOS,NA,zekun_wu_harbininstituteoftechnology,middle,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
1,9,2022,10.1371/journal.pone.0268144,Earth and Planetary Sciences,Paleontology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,PLOS,NA,r_patterson_carletonuniversity,middle,TRUE,2022,,NA,NA,NA,NA,NA,NA,NA
3,9,2021,10.1371/journal.pone.0257025,Medicine,Epidemiology,Canada,Canada,Method,TRUE,TRUE,Online,"Data used in this study cannot be directly shared or added to a public repository because they were not collected for research purposes, but instead for the purpose of administering provincial health services and social programs, thus placing them under third-party ownership. Use of the data in this research study was granted to the Manitoba Centre for Health Policy (MCHP) under study-specific data sharing agreements. Any interested researcher may access the source data specific to this study, or other data held at MCHP, by following the steps outlined in the MCHP Data Access Process on the MCHP website (https://www.umanitoba.ca/faculties/health_sciences/medicine/units/chs/departmental_units/mchp/resources/access.html). These steps help to that ensure that these researchers understand and adhere to the legislated privacy and ethical guidelines for using administrative health and social data, and this minimizes the risk of individual Manitobans being identified in the course of the research.",NA,https://www.umanitoba.ca/faculties/health_sciences/medicine/units/chs/departmental_units/mchp/resources/access.html,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q3,PLOS,NA,okechukwu_ekuma_manitobahealth,middle,FALSE,2021,,NA,NA,NA,NA,NA,NA,NA
10,5,2021,10.1371/journal.pone.0251489,Environmental Science,Water Science and Technology,Canada,Canada,Fulltext,TRUE,TRUE,Online,Data may be found at the online Zenodo repository: https://doi.org/10.5281/zenodo.4483736.,NA,https://doi.org/10.5281/zenodo.4483736,Zenodo,10.5281/zenodo.4483736,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2021 Q2,PLOS,NA,patrick_breach_universityofwesternontario,first,TRUE,2021,,NA,NA,NA,NA,NA,NA,NA
28,2,2023,10.1371/journal.pgph.0000980,Mathematics,Modeling and Simulation,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","All data, code, and results for analyses are either publicly available, as referenced in Supplementary Materials, or made available through Scholars Portal Dataverse at https://dataverse.scholarsportal.info/dataverse/CTR/.",NA,https://dataverse.scholarsportal.info/dataverse/CTR/,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,DA,TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2023 Q1,PLOS,NA,steven_hoffman_impact,last,TRUE,2023,,NA,NA,NA,NA,NA,NA,NA
22,5,2018,10.1186/s12891-018-2076-9,Medicine,Orthopedics and Sports Medicine,Canada,Canada,Method,TRUE,TRUE,"Online,Supplementary Information","availability of data and materials the dataset from this study is held securely in coded form at the institute for clinical evaluative sciences (ices). while data sharing agreements prohibit ices from making the dataset publicly available, access may be granted to those who meet pre-specified criteria for confidential access, available at www.ices.on.ca/das. the full dataset creation plan and underlying analytic code are available from the authors upon request, understanding that the programs may rely upon coding templates or macros that are unique to ices.",NA,"www.ices.on.ca, www.ices.on.ca/das",Institute for Clinical Evaluative Sciences (ICES),NA,FALSE,NA,NA,NA,NA,NA,NA,"DA,Method,Supplementary",TRUE,TRUE,Online,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q2,Comparator,Population Surveillance',muhammad_mamdani_kingsauduniversity,middle,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
25,1,2018,10.1371/journal.pone.0191153,"Biochemistry, Genetics and Molecular Biology",Molecular Biology,Canada,Canada,Method,TRUE,TRUE,Supplementary Information,All relevant data are within the paper and its Supporting Information files.,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2018 Q1,PLOS,NA,jo_knight_universityoftoronto,last,FALSE,2018,,NA,NA,NA,NA,NA,NA,NA
24,8,2022,10.1371/journal.pone.0272299,"Biochemistry, Genetics and Molecular Biology",Genetics,Canada,Canada,Method,TRUE,TRUE,Online,All raw data files are available from the Agri-environmental Research Data Repository (https://doi.org/10.5683/SP2/JZUOMW).,NA,https://doi.org/10.5683/SP2/JZUOMW,Borealis,10.5683/SP2/JZUOMW,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,No,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2022 Q3,PLOS,NA,julia_pezzali_universityofguelph,middle,FALSE,2022,,NA,NA,NA,NA,NA,NA,NA
